"id","rating","review_summary","product_facts","positive_sentiment","negative_sentiment","improvements_expected","issues_identified","how_product_is_used","media","where_product_is_used","sentiment","anger","anger_reason","delight","delight_reason","disappointment","disappointment_reason","time","season","weather","user_description","title","review","asin_variant","asin"
385,5,"Great old fashioned toy loved by kids and adults alike.","Unknown","0.9845148","0.0036673853","Unknown","Unknown","As a toy","[]","Unknown","Delight","No","NaN","Yes","Loved by kids and adults","No","NaN","Unknown","Unknown","Unknown","Unknown","Sturdy, fun, attractive","My kids and I love this old fashioned toy","B07XCRVK2Y","B07XCRVK2Y"
386,4,"Good quality product, but arrived slightly damaged.","Unknown","0.21347268","0.08372483","Better packaging to prevent damage during shipping","Product arrived slightly damaged","Child enjoys playing with it","[]","Unknown","Neutral","No","NaN","No","NaN","No","NaN","Unknown","Unknown","Unknown","Unknown","Nice product, slightly damaged","The product itself is nice of good quality and the child enjoys playing with it However it came a little damaged but not enough to waste time on sending it back For your attention","B07XCRT49W","B07XCRVK2Y"
387,5,"Great toy for children with ADHD, easy to use and durable.","Unknown","0.9807529","0.0016126529","Unknown","None mentioned","Entertainment for children with ADHD","[]","Home, on the go","Delight","No","NaN","Yes","Entertains child with ADHD, easy to use and durable","No","NaN","Unknown","Unknown","Unknown","Parent of a child with ADHD","Adhd approved","My son who has adhd has enjoyed playing with this It keeps him entertained for quite a while It is easy to use and durable Perfect for home or on the go","B07XCRT49W","B07XCRVK2Y"
388,5,"Great for travel, easy to use and entertaining for kids.","Unknown","0.9857029","0.0016887865","Unknown","Unknown","Entertaining kids during travel","[]","During travel","Delight","No","NaN","Yes","Entertaining for kids, easy to use","No","NaN","Unknown","Unknown","Unknown","Parent who gave the product to their kids for entertainment during travel","My 4 year old loved it!","Great for travel Gave this to my kids and it entertained them for over an hour Easy to use","B07XCRT49W","B07XCRVK2Y"
389,4,"Positive review, but with a minor suggestion for improvement.","Board and pen","0.9268514","0.006973341","Connect the pen to the board","None mentioned","Unknown","[]","Unknown","Positive","No","NaN","Yes","Daughter loves it","No","NaN","Unknown","Unknown","Unknown","Parent who purchased the product for their daughter","Cool","My daughter loves it I wish the pen was connected to the board","B07X7YFZWG","B07XCRVK2Y"
390,5,"Satisfying and fun activity, but can be easily disrupted by others.","Beads stick well","0.95849633","0.008518258","Unknown","Easily disrupted by others","Creating pictures and dropping beads","[]","Unknown","Positive","No","NaN","Yes","Satisfying activity, beads stick well","No","NaN","Unknown","Unknown","Unknown","Unknown","This is so fun!","This just arrived yesterday but someone is always messing with it The beads actually stick very well Its just as satisfying making them drop as it is creating pictures","B07X7YFZWG","B07XCRVK2Y"
391,4,"Great for kids, but modifications needed to prevent loss of pens","Magnet pens, nylon thread modification","0.5982517","0.2437093","Better pen storage solution","Pens get lost easily","Entertaining kids","[""https://m.media-amazon.com/images/I/71TwhaRDoBL._SL1600_.jpg"",""https://m.media-amazon.com/images/I/81iyXIgoVTL._SL1600_.jpg"",""https://m.media-amazon.com/images/I/81xDQUVcDHL._SL1600_.jpg""]","At home, on trips","Positive","No","NaN","Yes","Kids love it","No","NaN","Unknown","Unknown","Unknown","Parent of young children","LOVES THIS ITEM! Used a drill…","I have a 6 year old and a two year old and they LOVE these However I bought them to take on a trip and knew the pens would get lost immediately so I used a 332 drill bit and put a hole through middle section of the magnet pens and on each board I then opened the back with a screwdriver and tied one end inside closed it and tied the pen to the other end The pens fit snugly so I couldnt just tie something and glue around it I ran a nylon thread through the middle holesVWALLA The pens will not get lost on this mama","B07XCRT49W","B07XCRVK2Y"
392,5,"Great for travel and enjoyed by all ages.","Unknown","0.9576694","0.0038435655","Unknown","Unknown","For entertainment during travel","[]","On flights","Positive","No","NaN","Yes","Enjoyed by all ages, looking forward to next use","No","NaN","Unknown","Unknown","Unknown","Unknown","Good gadget","Even my older kids enjoy it Looking forward to taking it on our next flight","B07XCRT49W","B07XCRVK2Y"
393,5,"Great for traveling with kids, but slightly noisy","Unknown","0.8614047","0.008082638","Unknown","Slightly noisy","Traveling with kids","[]","Unknown","Positive","No","NaN","Yes","Kids enjoy using them","No","NaN","Unknown","Unknown","Unknown","Parent who travels with kids","Nice for Car Rides","My kids all enjoy these when were traveling  even my teenagerThey are a little noisy but tolerable as long as the kids dont shake them too much","B07X7YFZWG","B07XCRVK2Y"
394,5,"Fun and safe toy for kids and adults alike.","Unknown","0.8705236","0.011751211","Unknown","Unknown","As a toy for kids and adults","[]","Unknown","Positive","No","NaN","Yes","Lots of fun for kids and adults, safe to use","No","NaN","Unknown","Unknown","Unknown","Parent or grandparent who purchased the toy for their children or grandchildren","Super fun toy, good for using your imagination or making the suggested designs that come with it!","10 yr old son and 5 yr old daughter had lots of fun with these Mom  Grandma did too  reminds me of a light bright but no little pieces to keep track of or worry about a little one getting in their mouth","B07X7YFZWG","B07XCRVK2Y"
395,3,"Received a used item instead of a new one, but it ended up working fine.","Unknown","0.19938725","0.51882035","Clear communication about the condition of the item, proper packaging","Received a used item instead of a new one, no packaging","Unknown","[]","Unknown","Mixed","No","NaN","No","NaN","Yes","Received a used item instead of a new one, no packaging","Unknown","Unknown","Unknown","Unknown","Not what I expected","The item came to us used Even though my purchase said nothing about being used There was no packaging and the pen was attached with a string and a piece of tape I had planned on sending it back but before I could my daughter got a hold of it It worked so we ended up keeping","B01M4OV4Q4","B01M4OV4Q4"
396,5,"Satisfying and practical item for pediatric clinic use.","Magnetic board, metal rods, attached pen","0.9839536","0.003293323","Unknown","None mentioned","In a pediatric clinic","[]","Pediatric clinic","Positive","No","NaN","Yes","Satisfying to use, practical features","No","NaN","Unknown","Unknown","Unknown","Pediatric clinic worker","Fun, Addictive Toy","I purchased this item to use in the pediatrics clinic I work in I think I play with it more than the kids do however It is so incredibly satisfying to push the metal rods back down after the magnet has pulled them up to the surface I also really like that the pen attaches to the board when it is not in use and that the metal rods cannot come out","B01M4OV4Q4","B01M4OV4Q4"
397,5,"Great sensory toy for children with sensory issues","Slots for pushing balls, attached stylus","0.3537202","0.19802943","None mentioned","None mentioned","Sensory play","[]","Unknown","Positive","No","NaN","Yes","Provides pleasure similar to bubble wrap or pop it toys","No","NaN","Unknown","Unknown","Unknown","Parent of a child with sensory issues","My son's favorite birthday present","My son has sensory issues Pushing the balls out of the slots seems to give him the same pleasure as bubble wrap or pop it toys Still trying to get him to use the attached stylist He found a good portion of the balls get in the slots if he tips it upside so why move them one at a time","B01M4OV4Q4","B01M4OV4Q4"
398,5,"Great portable entertainment for kids","Unknown","0.9895181","0.0012167431","Unknown","Unknown","Entertaining kids on the go","[]","Unknown","Delight","No","NaN","Yes","Portable and entertaining for kids","No","NaN","Unknown","Unknown","Unknown","Parent who purchased the product for their child","10/10","My son loves this more than I thought he would Its so easy to take on the go and keeps the kiddos entertained","B01M4OV4Q4","B01M4OV4Q4"
399,4,"Satisfying and makes a good click sound.","Unknown","0.97581244","0.0025365874","Unknown","Unknown","Playing with it","[]","Unknown","Positive","No","NaN","Yes","Satisfying and makes a good click sound","No","NaN","Unknown","Unknown","Unknown","Unknown","Very enjoyable.","Its very satisfying to play with Makes a very good click sound","B01M4OV4Q4","B01M4OV4Q4"
400,4,"Fun toy, but too loud for airplane travel","Metal beads that move around and make a shaking noise, cards with instructions for making different designs","0.94695365","0.0023559933","Quieter operation","Too loud for airplane travel","As an activity during quiet time","[]","At home","Positive","No","NaN","Yes","Daughter loves it, enjoys copying designs from the cards","No","NaN","Unknown","Unknown","Unknown","Parent of a 4-year-old daughter","Engaging but Loud","We originally purchased this toy for our 4 yearold daughter to play with while traveling but quickly realized its quite loud The metal beads move around and make a shaking noise We decided it wasnt suitable for an airplane ride However our daughter has quiet time every day and we added this to her box of activities She loves it She really likes the cards that show you what you can make because she can copy them A fun toy just a little too loud","B01M4OV4Q4","B01M4OV4Q4"
401,5,"Great toy for toddlers, perfect for car rides","Toy with little balls and pen","0.9882671","0.0014011111","Unknown","Unknown","Playing with little balls and pen","[]","Car","Positive","No","NaN","Yes","Keeps toddler entertained, easy to use","No","NaN","Unknown","Unknown","Unknown","Parent of a toddler","Perfect for car rides!","My toddler loves to play with this especially in the car Its a great way to keep screens away and he loves just pushing down the little balls and using the pen to pull them back up","B01M4OV4Q4","B01M4OV4Q4"
402,5,"Great toy for long car rides","Unknown","0.9963751","0.0017032806","Unknown","Unknown","Entertainment during long car rides","[]","Car","Delight","No","NaN","Yes","Great for long car rides","No","NaN","Unknown","Unknown","Unknown","Unknown","Great toy for all ages","My absolutely love this toyespecially great during long car rides","B01M4OV4Q4","B01M4OV4Q4"
403,5,"Great toy for creative kids and adults alike.","Unknown","0.9867408","0.0018738459","Unknown","None mentioned","Arts and crafts","[""https://m.media-amazon.com/images/I/61V3ELqqLnL._SL1600_.jpg""]","Unknown","Positive","No","NaN","Yes","Hours of fun, perfect for occupying time during recovery","No","NaN","Unknown","Unknown","Unknown","Parent of a creative child","My son loves this!","My four year old is very creative and loves to do arts and crafts This was the perfect toy for him to occupy his time while recovering from an intense surgery Hours of funIf Im being honest I enjoy it too Sort of like a zen garden for my mind ","B01M4OV4Q4","B01M4OV4Q4"
